number	hits	start	end	length	score	scaff	strand	taxon_name	taxon_id
1959	WP_000067616.1,WP_000192959.1	234913	238778	3870	1222	NZ_JBNTMJ010000003.1		GCF_050628265.1	2026186
1960	WP_000067616.1,WP_000192959.1	109928	113793	3870	1222	NZ_JBNTML010000007.1		GCF_050628305.1	2026186
1961	WP_000192959.1,WP_000067616.1	200484	204349	3870	1222	NZ_JBNTMO010000003.1		GCF_050628365.1	2026186
1962	WP_000067616.1,WP_000192959.1	109805	113670	3870	1222	NZ_JBNTMQ010000005.1		GCF_050628385.1	2026186
1963	WP_000067616.1,WP_000192959.1	109805	113670	3870	1222	NZ_JBNTMR010000009.1		GCF_050628405.1	2026186
1964	WP_000067616.1,WP_000192959.1	234913	238778	3870	1222	NZ_JBNTMP010000006.1		GCF_050628425.1	2026186
1965	WP_431085371.1,WP_431085372.1	20696	24561	3870	1222	NZ_JBNTMU010000020.1		GCF_050628465.1	2026187
1966	WP_061131565.1,WP_061131564.1	186405	190270	3870	1222	NZ_JBCNSC010000012.1		GCF_050469465.1	2026186
1967	WP_061131564.1,WP_061131565.1	26126	29991	3870	1222	NZ_JBCNSD010000007.1		GCF_050469485.1	2026186
1968	WP_061131565.1,WP_061131564.1	186406	190271	3870	1222	NZ_JBCNSE010000011.1		GCF_050469565.1	2026186
1969	WP_076874056.1,WP_061131564.1	172735	176600	3870	1222	NZ_JBNFTL010000003.1		GCF_050881495.1	2026186
1970	WP_029437892.1,WP_029437891.1	439684	443549	3870	1222	NZ_JBNNTV010000003.1		GCF_050279065.1	2026188
1971	WP_427266640.1,WP_427266641.1	347618	351483	3870	1222	NZ_JBNNUQ010000005.1		GCF_050279905.1	2026190
1972	WP_000067616.1,WP_000192960.1	178515	182380	3870	1222	NZ_JBCMZV010000001.1		GCF_050477725.1	2026186
1973	WP_000193004.1,WP_270682645.1	347183	351048	3870	1222	NZ_JBCMZY010000004.1		GCF_050477805.1	2026188
1974	WP_070172312.1,WP_202294123.1	171697	175562	3870	1222	NZ_JBCNAM010000001.1		GCF_050478085.1	1392
1975	WP_070172312.1,WP_202294123.1	24634	28499	3870	1222	NZ_JBCNBD010000016.1		GCF_050478445.1	1392
1976	WP_429664425.1,WP_429664421.1	47149	53799	3510	1222	NZ_JBCNBI010000004.1		GCF_050478545.1	1441095
1977	WP_429664421.1,WP_429664425.1	39457	46107	3510	1222	NZ_JBCNBJ010000018.1		GCF_050478565.1	1441095
1978	WP_429664425.1,WP_429664421.1	47535	54185	3510	1222	NZ_JBCNBK010000011.1		GCF_050478585.1	1441095
1979	WP_429600679.1,WP_429600681.1	13072	16937	3870	1222	NZ_JBCMGO010000006.1		GCF_050455945.1	2026189
1980	WP_429778333.1,WP_429778336.1	110267	114132	3870	1222	NZ_JBCMGP010000021.1		GCF_050455985.1	2026188
1981	WP_429603918.1,WP_429603919.1	84071	87936	3870	1222	NZ_JBCMGZ010000026.1		GCF_050456195.1	2026189
1982	WP_000105762.1,WP_000193004.1	111969	115834	3870	1222	NZ_JBCMHD010000016.1		GCF_050456245.1	2026188
1983	WP_000067626.1,WP_000192976.1	172728	176593	3870	1222	NZ_JBCMHC010000009.1		GCF_050456265.1	2026186
1984	WP_074570428.1,WP_000193004.1	45706	49571	3870	1222	NZ_JBCMHE010000034.1		GCF_050456285.1	2026188
1985	WP_000193004.1,WP_074570428.1	30406	34271	3870	1222	NZ_JBCMHF010000002.1		GCF_050456305.1	2026188
1986	WP_074570428.1,WP_000193004.1	45706	49571	3870	1222	NZ_JBCMHG010000029.1		GCF_050456325.1	2026188
1987	WP_074570428.1,WP_000193004.1	45706	49571	3870	1222	NZ_JBCMHH010000037.1		GCF_050456345.1	2026188
1988	WP_000067626.1,WP_000192976.1	429895	433760	3870	1222	NZ_JBCMHJ010000030.1		GCF_050456385.1	2026186
1989	WP_429656929.1,WP_406895131.1	173267	177132	3870	1222	NZ_JBCMHK010000002.1		GCF_050456405.1	1392
1990	WP_000192976.1,WP_000067626.1	121458	125323	3870	1222	NZ_JBCMHM010000001.1		GCF_050456425.1	2026186
1991	WP_429656929.1,WP_406895131.1	172650	176515	3870	1222	NZ_JBCMHO010000012.1		GCF_050456505.1	1392
1992	WP_429677835.1,WP_429677836.1	37839	41704	3870	1222	NZ_JBCMKB010000021.1		GCF_050457805.1	2026187
1993	WP_173601731.1,WP_087994548.1	195517	199382	3870	1222	NZ_JBCMKC010000001.1		GCF_050457825.1	2026187
1994	WP_429670973.1,WP_429670974.1	470683	474548	3870	1222	NZ_JBCMKD010000002.1		GCF_050457845.1	2026186
1995	WP_429774580.1,WP_000105762.1	276937	280802	3870	1222	NZ_JBCMKE010000002.1		GCF_050457865.1	2026188
1996	WP_242265163.1,WP_164690582.1	219907	223772	3870	1222	NZ_JBCMKF010000007.1		GCF_050457885.1	2026188
1997	WP_164690582.1,WP_242265163.1	173793	177658	3870	1222	NZ_JBCMKG010000017.1		GCF_050457905.1	2026188
1998	WP_000193004.1,WP_000105762.1	176894	180759	3870	1222	NZ_JBCMKH010000026.1		GCF_050457925.1	2026188
1999	WP_000067629.1,WP_429656316.1	173814	177679	3870	1222	NZ_JBCMKI010000009.1		GCF_050457945.1	1392
2000	WP_429677835.1,WP_429677836.1	379155	383020	3870	1222	NZ_JBCMKL010000002.1		GCF_050458005.1	2026187
2001	WP_000192978.1,WP_049111712.1	226040	229905	3870	1222	NZ_JBNTPV010000002.1		GCF_050630085.1	2026187
2002	WP_097994393.1,WP_431081341.1	173170	177035	3870	1222	NZ_JBNTPX010000009.1		GCF_050630105.1	1890302
2003	WP_431081341.1,WP_097994393.1	100610	104475	3870	1222	NZ_JBNTPX010000005.1		GCF_050630105.1	1890302
2004	WP_000192978.1,WP_049111712.1	225977	229842	3870	1222	NZ_JBNTQB010000002.1		GCF_050630165.1	2026187
2005	WP_016716914.1,WP_016716913.1	112433	116298	3870	1222	NZ_JBNTQC010000005.1		GCF_050630205.1	2026187
2006	WP_431141954.1,WP_431141955.1	12341	16206	3870	1222	NZ_JBNTQH010000003.1		GCF_050630285.1	2983392
2007	WP_431106349.1,WP_000192960.1	116615	120480	3870	1222	NZ_JBNTQG010000008.1		GCF_050630305.1	2026186
2008	WP_431148271.1,WP_431148272.1	63073	66938	3870	1222	NZ_JBNTQJ010000022.1		GCF_050630325.1	2983392
2009	WP_429664425.1,WP_429668427.1	5560	12210	3510	1222	NZ_JBCNBL010000026.1		GCF_050478605.1	1441095
2010	WP_000067616.1,WP_000192959.1	171874	175739	3870	1222	NZ_JBNTPU010000004.1		GCF_050630065.1	2026186
2011	WP_242251010.1,WP_242251013.1	469688	473553	3870	1222	NZ_JBNTQO010000004.1		GCF_050630465.1	3243721
2012	WP_000192965.1,WP_000067632.1	1219277	1223142	3870	1222	NZ_CP126463.1		GCF_030166675.1	1392
2013	WP_061131564.1,WP_061131565.1	188991	192856	3870	1222	NZ_JAWXWB010000004.1		GCF_033842275.1	3094866
2014	WP_409219208.1,WP_000192965.1	443532	447397	3870	1222	NZ_JBJYFF010000002.1		GCF_046221325.1	1392
2015	WP_101195533.1,WP_101195534.1	55218	59083	3870	1222	NZ_JBQACY010000004.1		GCF_051914525.1	3450564
2016	WP_434611153.1,WP_434611156.1	1262472	1266337	3870	1222	NZ_CP071485.1		GCF_051123635.1	2026186
2017	WP_434683114.1,WP_434683115.1	1240094	1243959	3870	1222	NZ_CP187299.1		GCF_051131815.1	3414495
2018	WP_000192967.1,WP_000067627.1	1243701	1247566	3870	1222	NZ_CP071486.1		GCF_051131915.1	3445632
2019	WP_000193004.1,WP_000105762.1	1197923	1201788	3870	1222	NZ_CP195032.1		GCF_051162665.1	2026188
2020	WP_000067623.1,WP_000192974.1	187890	191755	3870	1222	NZ_JBFCRZ010000003.1		GCF_051371405.1	2026186
2021	WP_000192974.1,WP_000067623.1	323310	327175	3870	1222	NZ_JBFCRM010000004.1		GCF_051371745.1	2026186
2022	WP_429722983.1,WP_429722984.1	23633	27498	3870	1222	NZ_JBCMVF010000038.1		GCF_050474765.1	2026187
2023	WP_000192959.1,WP_000067616.1	75333	79198	3870	1222	NZ_JBCMVI010000003.1		GCF_050474825.1	2026186
2024	WP_168897600.1,WP_070172312.1	492030	495895	3870	1222	NZ_JBCMVJ010000001.1		GCF_050474845.1	1392
2025	WP_074570428.1,WP_000193004.1	45706	49571	3870	1222	NZ_JBCNGK010000043.1		GCF_050481585.1	2026188
2026	WP_000193004.1,WP_074570428.1	30406	34271	3870	1222	NZ_JBCNGL010000038.1		GCF_050481605.1	2026188
2027	WP_088048343.1,WP_088048344.1	344238	348103	3870	1222	NZ_JBCNHY010000002.1		GCF_050482445.1	1890302
2028	WP_429670008.1,WP_429670009.1	27240	31105	3870	1222	NZ_JBCNIA010000015.1		GCF_050482525.1	1392
2029	WP_000067632.1,WP_000192965.1	443384	447249	3870	1222	NZ_JBCNIL010000012.1		GCF_050482745.1	1392
2030	WP_000067632.1,WP_000192965.1	443368	447233	3870	1222	NZ_JBCNIM010000013.1		GCF_050482765.1	1392
2031	WP_000192965.1,WP_000067632.1	67499	71364	3870	1222	NZ_JBCNIN010000005.1		GCF_050482785.1	1392
2032	WP_098339900.1,WP_098339901.1	4406241	4410106	3870	1222	NZ_CP194758.1		GCF_050995365.1	2026188
2033	WP_000192959.1,WP_000067620.1	86966	90831	3870	1222	NZ_JBNNOW010000006.1		GCF_050275175.1	2026186
2034	WP_029437891.1,WP_029437892.1	198437	202302	3870	1222	NZ_JBNNTN010000003.1		GCF_050278785.1	2026188
2035	WP_029437891.1,WP_029437892.1	198437	202302	3870	1222	NZ_JBNNTP010000003.1		GCF_050278885.1	2026188
2036	WP_000192960.1,WP_270695578.1	247535	251400	3870	1222	NZ_JBCNFD010000007.1		GCF_050480905.1	2026186
2037	WP_087984771.1,WP_088062531.1	36716	40581	3870	1222	NZ_JBNXSR010000002.1		GCF_050563405.1	2983392
2038	WP_335550295.1,WP_000193002.1	75300	79165	3870	1222	NZ_JBALMF010000007.1		GCF_036963245.1	1890302
2039	WP_099686113.1,WP_099686112.1	55155	59020	3870	1222	NZ_JBOIRJ010000024.1		GCF_051413595.1	2039284
2040	WP_101195534.1,WP_101195533.1	430184	434049	3870	1222	NZ_JBPWGQ010000003.1		GCF_051779845.1	3445158
2041	WP_101195534.1,WP_101195533.1	430079	433944	3870	1222	NZ_JBPWGP010000003.1		GCF_051779865.1	3445157
2042	WP_101195533.1,WP_101195534.1	55218	59083	3870	1222	NZ_JBPWGS010000003.1		GCF_051779885.1	3445160
2043	WP_101195533.1,WP_101195534.1	55218	59083	3870	1222	NZ_JBPWGT010000003.1		GCF_051779905.1	3445161
2044	WP_101195534.1,WP_101195533.1	430184	434049	3870	1222	NZ_JBPWGR010000003.1		GCF_051779925.1	3445159
2045	WP_101195534.1,WP_101195533.1	177358	181223	3870	1222	NZ_JBPWGU010000006.1		GCF_051779945.1	3445162
2046	WP_101195533.1,WP_101195534.1	55213	59078	3870	1222	NZ_JBPWGW010000003.1		GCF_051779965.1	3445164
2047	WP_101195533.1,WP_101195534.1	55218	59083	3870	1222	NZ_JBPWGV010000003.1		GCF_051779985.1	3445163
2048	WP_101195534.1,WP_101195533.1	430184	434049	3870	1222	NZ_JBPWGX010000003.1		GCF_051780005.1	3445165
2049	WP_101195534.1,WP_101195533.1	430184	434049	3870	1222	NZ_JBPWGZ010000003.1		GCF_051780045.1	3445167
2050	WP_101195534.1,WP_101195533.1	430184	434049	3870	1222	NZ_JBPWHA010000003.1		GCF_051780065.1	3445168
2051	WP_101195534.1,WP_101195533.1	430079	433944	3870	1222	NZ_JBPWHB010000003.1		GCF_051780085.1	3445169
2052	WP_101195533.1,WP_101195534.1	55146	59011	3870	1222	NZ_JBPWHC010000003.1		GCF_051780105.1	3445170
2053	WP_101195534.1,WP_101195533.1	453208	457073	3870	1222	NZ_JBPWHD010000003.1		GCF_051780125.1	3445171
2054	WP_101195534.1,WP_101195533.1	430184	434049	3870	1222	NZ_JBPWHE010000003.1		GCF_051780145.1	3445172
2055	WP_101195534.1,WP_101195533.1	430184	434049	3870	1222	NZ_JBPWHG010000003.1		GCF_051780185.1	3445174
2056	WP_101195533.1,WP_101195534.1	55218	59083	3870	1222	NZ_JBPWHH010000003.1		GCF_051780205.1	3445175
2057	WP_101195533.1,WP_101195534.1	55218	59083	3870	1222	NZ_JBPWHI010000003.1		GCF_051780225.1	3445176
2058	WP_101195533.1,WP_101195534.1	55218	59083	3870	1222	NZ_JBPWHJ010000003.1		GCF_051780245.1	3445177
2059	WP_101195534.1,WP_101195533.1	430151	434016	3870	1222	NZ_JBPWHK010000003.1		GCF_051780265.1	3445178
2060	WP_101195534.1,WP_101195533.1	430184	434049	3870	1222	NZ_JBPWHN010000003.1		GCF_051780325.1	3445181
2061	WP_000192978.1,WP_000067650.1	8973	12838	3870	1222	NZ_JBPWHQ010000001.1		GCF_051780385.1	3445184
2062	WP_101195534.1,WP_101195533.1	4615	8480	3870	1222	NZ_JBPWHT010000022.1		GCF_051780445.1	3445187
2063	WP_101195533.1,WP_101195534.1	55218	59083	3870	1222	NZ_JBPWHW010000003.1		GCF_051780485.1	3445190
2064	WP_101195534.1,WP_101195533.1	430184	434049	3870	1222	NZ_JBPWHX010000003.1		GCF_051780525.1	3445191
2065	WP_438888808.1,WP_001978363.1	505069	508934	3870	1222	NZ_JBPWHZ010000002.1		GCF_051780545.1	3445193
2066	WP_101195534.1,WP_101195533.1	430184	434049	3870	1222	NZ_JBPWHY010000003.1		GCF_051780565.1	3445192
2067	WP_101195533.1,WP_101195534.1	55213	59078	3870	1222	NZ_JBPWIA010000003.1		GCF_051780585.1	3445194
2068	WP_101195533.1,WP_101195534.1	55218	59083	3870	1222	NZ_JBPWIC010000003.1		GCF_051780605.1	3445196
2069	WP_000067650.1,WP_000192978.1	1182653	1186518	3870	1222	NZ_JBPWIB010000001.1		GCF_051780625.1	3445195
2070	WP_101195534.1,WP_101195533.1	562201	566066	3870	1222	NZ_JBPWIE010000002.1		GCF_051780645.1	3445198
2071	WP_101195534.1,WP_101195533.1	430184	434049	3870	1222	NZ_JBPWID010000003.1		GCF_051780665.1	3445197
2072	WP_101195533.1,WP_101195534.1	55218	59083	3870	1222	NZ_JBPWIF010000003.1		GCF_051780685.1	3445199
2073	WP_101195533.1,WP_101195534.1	55218	59083	3870	1222	NZ_JBPWIG010000003.1		GCF_051780705.1	3445200
2074	WP_101195533.1,WP_101195534.1	55218	59083	3870	1222	NZ_JBPWIH010000003.1		GCF_051780725.1	3445201
2075	WP_101195533.1,WP_101195534.1	55218	59083	3870	1222	NZ_JBPWII010000003.1		GCF_051780745.1	3445202
2076	WP_101195533.1,WP_101195534.1	55213	59078	3870	1222	NZ_JBPWIJ010000003.1		GCF_051780765.1	3445203
2077	WP_101195534.1,WP_101195533.1	430184	434049	3870	1222	NZ_JBPWIL010000003.1		GCF_051780805.1	3445205
2078	WP_101195533.1,WP_101195534.1	55218	59083	3870	1222	NZ_JBPWIP010000003.1		GCF_051780885.1	3445209
2079	WP_101195534.1,WP_101195533.1	430184	434049	3870	1222	NZ_JBPWIQ010000003.1		GCF_051780905.1	3445210
2080	WP_101195533.1,WP_101195534.1	55218	59083	3870	1222	NZ_JBPWIR010000003.1		GCF_051780925.1	3445211
2081	WP_000192959.1,WP_000067616.1	200523	204388	3870	1222	NZ_JBPWIT010000003.1		GCF_051780945.1	3445213
2082	WP_101195534.1,WP_101195533.1	430184	434049	3870	1222	NZ_JBPWIS010000003.1		GCF_051781125.1	3445212
2083	WP_101195533.1,WP_101195534.1	55218	59083	3870	1222	NZ_JBPWIU010000003.1		GCF_051781165.1	3445214
2084	WP_101195533.1,WP_101195534.1	55213	59078	3870	1222	NZ_JBPWIW010000003.1		GCF_051781185.1	3445217
2085	WP_000192959.1,WP_000067616.1	200519	204384	3870	1222	NZ_JBPWIV010000002.1		GCF_051781205.1	3445216
2086	WP_101195533.1,WP_101195534.1	55218	59083	3870	1222	NZ_JBPWIX010000003.1		GCF_051781225.1	3445218
2087	WP_101195533.1,WP_101195534.1	55218	59083	3870	1222	NZ_JBPWIY010000003.1		GCF_051781245.1	3445219
2088	WP_000192977.1,WP_074614856.1	84178	88043	3870	1222	NZ_JBPWIZ010000016.1		GCF_051781265.1	3445220
2089	WP_101195534.1,WP_101195533.1	430079	433944	3870	1222	NZ_JBPWJA010000003.1		GCF_051781285.1	3445221
2090	WP_101195533.1,WP_101195534.1	55146	59011	3870	1222	NZ_JBPWJB010000002.1		GCF_051781305.1	3445222
2091	WP_101195533.1,WP_101195534.1	55213	59078	3870	1222	NZ_JBPWJC010000002.1		GCF_051781325.1	3445223
2092	WP_101195533.1,WP_101195534.1	55218	59083	3870	1222	NZ_JBPWJD010000002.1		GCF_051781345.1	3445224
2093	WP_076874056.1,WP_061131564.1	172691	176556	3870	1222	NZ_JBPWJH010000003.1		GCF_051781425.1	3445229
2094	WP_000067616.1,WP_000192959.1	113336	117201	3870	1222	NZ_JBPWJJ010000002.1		GCF_051781465.1	3445231
2095	WP_000067616.1,WP_000192959.1	110013	113878	3870	1222	NZ_JBPWJN010000012.1		GCF_051781525.1	3445235
2096	WP_000192959.1,WP_000067616.1	200486	204351	3870	1222	NZ_JBPWJO010000004.1		GCF_051781565.1	3445236
2097	WP_000192959.1,WP_000067616.1	200500	204365	3870	1222	NZ_JBPWJP010000002.1		GCF_051781585.1	3445237
2098	WP_000192959.1,WP_000067616.1	200523	204388	3870	1222	NZ_JBPVZW010000003.1		GCF_051776345.1	3444974
2099	WP_076856137.1,WP_061185267.1	194490	198355	3870	1222	NZ_JBPWAO010000001.1		GCF_051776685.1	3444992
2100	WP_236793331.1,WP_158318025.1	211180	215045	3870	1222	NZ_JBPWJY010000005.1		GCF_051781765.1	3445248
2101	WP_000192959.1,WP_000067616.1	200477	204342	3870	1222	NZ_JBPWJZ010000004.1		GCF_051781785.1	3445249
2102	WP_270672716.1,WP_071758952.1	484582	488447	3870	1222	NZ_JBPWKF010000001.1		GCF_051781905.1	3445256
2103	WP_061131564.1,WP_061131565.1	86671	90536	3870	1222	NZ_JBPWKG010000005.1		GCF_051781925.1	3445257
2104	WP_438886516.1,WP_438886517.1	54405	58282	3882	1222	NZ_JBPWKH010000021.1		GCF_051781945.1	3445259
2105	WP_438881272.1,WP_438881273.1	38717	42582	3870	1222	NZ_JBPWKI010000011.1		GCF_051781965.1	3445260
2106	WP_101195534.1,WP_101195533.1	176896	180761	3870	1222	NZ_JBPWKJ010000007.1		GCF_051781985.1	3445263
2107	WP_101195533.1,WP_101195534.1	55111	58976	3870	1222	NZ_JBPWKK010000008.1		GCF_051782005.1	3445264
2108	WP_101195534.1,WP_101195533.1	115347	119212	3870	1222	NZ_JBPWKL010000011.1		GCF_051782025.1	3445265
2109	WP_101195533.1,WP_101195534.1	36044	39909	3870	1222	NZ_JBPWKM010000007.1		GCF_051782045.1	3445266
2110	WP_101195533.1,WP_101195534.1	36044	39909	3870	1222	NZ_JBPWKO010000007.1		GCF_051782085.1	3445271
2111	WP_101195533.1,WP_101195534.1	36044	39909	3870	1222	NZ_JBPWKP010000008.1		GCF_051782105.1	3445272
2112	WP_101195534.1,WP_101195533.1	176896	180761	3870	1222	NZ_JBPWKQ010000007.1		GCF_051782125.1	3445273
2113	WP_101195534.1,WP_101195533.1	115347	119212	3870	1222	NZ_JBPWKR010000011.1		GCF_051782145.1	3445274
2114	WP_101195533.1,WP_101195534.1	55111	58976	3870	1222	NZ_JBPWKS010000007.1		GCF_051782165.1	3445275
2115	WP_101195533.1,WP_101195534.1	55111	58976	3870	1222	NZ_JBPWKT010000009.1		GCF_051782185.1	3445276
2116	WP_101195534.1,WP_101195533.1	115347	119212	3870	1222	NZ_JBPWKU010000011.1		GCF_051782205.1	3445277
2117	WP_101195534.1,WP_101195533.1	115347	119212	3870	1222	NZ_JBPWKV010000008.1		GCF_051782225.1	3445279
2118	WP_101195534.1,WP_101195533.1	176896	180761	3870	1222	NZ_JBPWKW010000007.1		GCF_051782245.1	3445280
2119	WP_101195533.1,WP_101195534.1	55111	58976	3870	1222	NZ_JBPWKX010000009.1		GCF_051782265.1	3445281
2120	WP_101195534.1,WP_101195533.1	115347	119212	3870	1222	NZ_JBPWKY010000009.1		GCF_051782285.1	3445283
2121	WP_101195534.1,WP_101195533.1	176896	180761	3870	1222	NZ_JBPWKZ010000008.1		GCF_051782305.1	3445284
2122	WP_101195533.1,WP_101195534.1	55112	58977	3870	1222	NZ_JBPWLB010000009.1		GCF_051782325.1	3445286
2123	WP_101195534.1,WP_101195533.1	176896	180761	3870	1222	NZ_JBPWLA010000007.1		GCF_051782345.1	3445285
2124	WP_101195534.1,WP_101195533.1	176896	180761	3870	1222	NZ_JBPWLC010000006.1		GCF_051782365.1	3445287
2125	WP_101195533.1,WP_101195534.1	36044	39909	3870	1222	NZ_JBPWLD010000007.1		GCF_051782385.1	3445288
2126	WP_101195533.1,WP_101195534.1	36044	39909	3870	1222	NZ_JBPWLF010000012.1		GCF_051782425.1	3445290
2127	WP_101195533.1,WP_101195534.1	36044	39909	3870	1222	NZ_JBPWLH010000007.1		GCF_051782445.1	3445292
2128	WP_101195533.1,WP_101195534.1	36044	39909	3870	1222	NZ_JBPWLG010000012.1		GCF_051782465.1	3445291
2129	WP_101195534.1,WP_101195533.1	176896	180761	3870	1222	NZ_JBPWLI010000007.1		GCF_051782485.1	3445293
2130	WP_101195534.1,WP_101195533.1	115347	119212	3870	1222	NZ_JBPWLK010000010.1		GCF_051782505.1	3445295
2131	WP_101195534.1,WP_101195533.1	115347	119212	3870	1222	NZ_JBPWLJ010000009.1		GCF_051782525.1	3445294
2132	WP_101195534.1,WP_101195533.1	176896	180761	3870	1222	NZ_JBPWLL010000007.1		GCF_051782545.1	3445296
2133	WP_101195534.1,WP_101195533.1	176896	180761	3870	1222	NZ_JBPWLM010000007.1		GCF_051782565.1	3445297
2134	WP_101195534.1,WP_101195533.1	115347	119212	3870	1222	NZ_JBPWLN010000011.1		GCF_051782585.1	3445298
2135	WP_101195533.1,WP_101195534.1	36044	39909	3870	1222	NZ_JBPWLO010000007.1		GCF_051782605.1	3445299
2136	WP_101195533.1,WP_101195534.1	55111	58976	3870	1222	NZ_JBPWLP010000007.1		GCF_051782625.1	3445300
2137	WP_101195533.1,WP_101195534.1	36044	39909	3870	1222	NZ_JBPWLQ010000007.1		GCF_051782645.1	3445301
2138	WP_101195533.1,WP_101195534.1	36044	39909	3870	1222	NZ_JBPWLR010000011.1		GCF_051782665.1	3445302
2139	WP_101195533.1,WP_101195534.1	36044	39909	3870	1222	NZ_JBPWLS010000007.1		GCF_051782685.1	3445303
2140	WP_101195534.1,WP_101195533.1	115347	119212	3870	1222	NZ_JBPWLT010000010.1		GCF_051782705.1	3445304
2141	WP_000067627.1,WP_000192967.1	183023	186888	3870	1222	NZ_JBPWLV010000005.1		GCF_051782725.1	3445306
2142	WP_000067627.1,WP_000192967.1	183023	186888	3870	1222	NZ_JBPWLW010000004.1		GCF_051782765.1	3445307
2143	WP_000067627.1,WP_000192967.1	183023	186888	3870	1222	NZ_JBPWLX010000005.1		GCF_051782785.1	3445308
2144	WP_000192967.1,WP_000067627.1	173634	177499	3870	1222	NZ_JBPWLY010000005.1		GCF_051782805.1	3445309
2145	WP_000192967.1,WP_000067627.1	173634	177499	3870	1222	NZ_JBPWLZ010000005.1		GCF_051782825.1	3445310
2146	WP_000067627.1,WP_000192967.1	183350	187215	3870	1222	NZ_JBPWMA010000005.1		GCF_051782845.1	3445311
2147	WP_000067627.1,WP_000192967.1	390191	394056	3870	1222	NZ_JBPWMB010000003.1		GCF_051782865.1	3445312
2148	WP_000067627.1,WP_000192967.1	183023	186888	3870	1222	NZ_JBPWMC010000005.1		GCF_051782885.1	3445313
2149	WP_000067627.1,WP_000192967.1	183023	186888	3870	1222	NZ_JBPWMD010000005.1		GCF_051782905.1	3445314
2150	WP_000067627.1,WP_000192967.1	390884	394749	3870	1222	NZ_JBPWME010000003.1		GCF_051782925.1	3445315
2151	WP_000067627.1,WP_000192967.1	183350	187215	3870	1222	NZ_JBPWMG010000005.1		GCF_051782945.1	3445317
2152	WP_000192967.1,WP_000067627.1	173634	177499	3870	1222	NZ_JBPWMF010000005.1		GCF_051782965.1	3445316
2153	WP_000067627.1,WP_000192967.1	183023	186888	3870	1222	NZ_JBPWMH010000005.1		GCF_051782985.1	3445318
2154	WP_000067627.1,WP_000192967.1	183023	186888	3870	1222	NZ_JBPWMI010000005.1		GCF_051783005.1	3445319
2155	WP_000067627.1,WP_000192967.1	183023	186888	3870	1222	NZ_JBPWMJ010000005.1		GCF_051783025.1	3445320
2156	WP_000067627.1,WP_000192967.1	183023	186888	3870	1222	NZ_JBPWMK010000005.1		GCF_051783045.1	3445321
2157	WP_000192967.1,WP_000067627.1	173634	177499	3870	1222	NZ_JBPWML010000005.1		GCF_051783065.1	3445322
2158	WP_101195534.1,WP_101195533.1	176896	180761	3870	1222	NZ_JBPWMN010000007.1		GCF_051783105.1	3445324
2159	WP_101195534.1,WP_101195533.1	115347	119212	3870	1222	NZ_JBPWMO010000010.1		GCF_051783125.1	3445325
2160	WP_101195533.1,WP_101195534.1	55112	58977	3870	1222	NZ_JBPWMP010000008.1		GCF_051783145.1	3445326
2161	WP_101195533.1,WP_101195534.1	36044	39909	3870	1222	NZ_JBPWMQ010000011.1		GCF_051783165.1	3018102
2162	WP_101195533.1,WP_101195534.1	55111	58976	3870	1222	NZ_JBPWMS010000007.1		GCF_051783185.1	3445328
2163	WP_101195533.1,WP_101195534.1	55111	58976	3870	1222	NZ_JBPWMR010000008.1		GCF_051783205.1	3445327
2164	WP_101195533.1,WP_101195534.1	55111	58976	3870	1222	NZ_JBPWMT010000008.1		GCF_051783225.1	3018103
2165	WP_101195533.1,WP_101195534.1	55111	58976	3870	1222	NZ_JBPWMU010000007.1		GCF_051783245.1	3445329
2166	WP_101195534.1,WP_101195533.1	176896	180761	3870	1222	NZ_JBPWMV010000007.1		GCF_051783265.1	3445330
2167	WP_101195534.1,WP_101195533.1	115137	119002	3870	1222	NZ_JBPWMW010000008.1		GCF_051783285.1	3018105
2168	WP_101195533.1,WP_101195534.1	55111	58976	3870	1222	NZ_JBPWMX010000008.1		GCF_051783305.1	3018106
2169	WP_101195533.1,WP_101195534.1	55111	58976	3870	1222	NZ_JBPWMY010000008.1		GCF_051783325.1	3445331
2170	WP_101195533.1,WP_101195534.1	55111	58976	3870	1222	NZ_JBPWMZ010000008.1		GCF_051783345.1	3445332
2171	WP_101195533.1,WP_101195534.1	55111	58976	3870	1222	NZ_JBPWNA010000009.1		GCF_051783365.1	3445333
